id,Producto,Tienda,Estado,Incumplimiento
28,HUEVO,SAM'S CLUB- NUEVA WAL MART DE MEXICO  S DE RL DE CV,AGUASCALIENTES,0
29,TEQUILA,CADENA COMERCIAL OXXO SA DE CV,AGUASCALIENTES,0
30,BRANDY,CADENA COMERCIAL OXXO SA DE CV,AGUASCALIENTES,0
31,WHISKY,CADENA COMERCIAL OXXO SA DE CV,AGUASCALIENTES,0
32,TEQUILA,CADENA COMERCIAL OXXO SA DE CV   (COLON),AGUASCALIENTES,0
33,BRANDY,CADENA COMERCIAL OXXO SA DE CV   (COLON),AGUASCALIENTES,0
34,TEQUILA,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),AGUASCALIENTES,0
35,BRANDY,CADENA COMERCIAL OXXO SA DE CV  (MORELOS),AGUASCALIENTES,0
36,TEQUILA,LA BOMBILLA VINOS SA DE CV,AGUASCALIENTES,0
37,BRANDY,LA BOMBILLA VINOS SA DE CV,AGUASCALIENTES,0
38,WHISKY,LA BOMBILLA VINOS SA DE CV,AGUASCALIENTES,0
39,TEQUILA,TIENDAS EXTRA S.A DE C.V,AGUASCALIENTES,0
40,WHISKY,TIENDAS EXTRA S.A DE C.V,AGUASCALIENTES,0
41,BEBIDAS,FARMACIAS BENAVIDES S.A.B. DE C.V.,AGUASCALIENTES,0
42,JUGOS,FARMACIAS BENAVIDES S.A.B. DE C.V.,AGUASCALIENTES,0
43,TEQUILA,CADENA COMERCIAL OXXO  S. A. DE C. V.,AGUASCALIENTES,0
44,BRANDY,CADENA COMERCIAL OXXO  S. A. DE C. V.,AGUASCALIENTES,0
45,HUEVO,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,AGUASCALIENTES,0
46,ACEITE COMESTIBLE,BODEGA AURRERA EXPRESS -  NUEVA WAL MART DE MEXICO S. DE R.L. DE C.V.,AGUASCALIENTES,0
47,MEDICAMENTOS,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,AGUASCALIENTES,0
48,LECHE,COMERCIALIZADORA FARMACEUTICA DE CHIAPAS SAPI DE CV / FARMACIAS DEL AHORRO,AGUASCALIENTES,0
49,TRAJE DE BAÑO,DEL SOL-GRUPO COMERCIAL CONTROL  S. A. DE C. V.,AGUASCALIENTES,0
50,TRAJE DE BAÑO,DEL SOL-GRUPO COMERCIAL CONTROL  S. A. DE C. V.,AGUASCALIENTES,0
51,TRAJE DE BAÑO,SEARS OPERADORA DE MEXICO  S. A. DE C. V.,AGUASCALIENTES,0
52,TRAJE DE BAÑO,SEARS OPERADORA DE MEXICO  S. A. DE C. V.,AGUASCALIENTES,0
53,TRAJE DE BAÑO,DISTRIBUIDORA LIVERPOOL  SA DE CV,AGUASCALIENTES,0
54,TRAJE DE BAÑO,DISTRIBUIDORA LIVERPOOL  SA DE CV,AGUASCALIENTES,0
55,TEQUILA,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,AGUASCALIENTES,0
56,RON,LA SANTA - GRUPO ANTROMEX DE OCCIDENTE,AGUASCALIENTES,0
57,TEQUILA,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,AGUASCALIENTES,0
58,CERVEZA,EL DIVINO - OH PRODUCTIONS S.A. DE C.V.,AGUASCALIENTES,0
59,BEBIDA ALCOHOLICA,HARD,AGUASCALIENTES,0
60,BEBIDA ALCOHOLICA,HARD,AGUASCALIENTES,0
61,TEQUILA,SANTISIMA- AROB  S.A. DE C.V.,AGUASCALIENTES,0
62,CERVEZA,SANTISIMA- AROB  S.A. DE C.V.,AGUASCALIENTES,0
63,BRANDY,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,AGUASCALIENTES,0
64,TEQUILA,LAS COSTILLAS DE SANCHO - CUENTA EMPRESARIAL S.A. DE C.V.,AGUASCALIENTES,0
65,TEQUILA,LA MANSION - RICHYCARLS S.A. DE C.V.,AGUASCALIENTES,0
66,BRANDY,LA MANSION - RICHYCARLS S.A. DE C.V.,AGUASCALIENTES,0
67,TEQUILA,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,AGUASCALIENTES,0
68,BRANDY,RUIDOSO - PEYC CONSTRUCCIONES S.A. DE C.V.,AGUASCALIENTES,0
69,TEQUILA REPOSADO,LA MAJADA-ILIANA RODRIGUEZ GARCIA,AGUASCALIENTES,0
70,CERVEZA,LA MAJADA-ILIANA RODRIGUEZ GARCIA,AGUASCALIENTES,0
71,TEQUILA,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,AGUASCALIENTES,0
72,CERVEZA,LA GARUFA REST. ARGENTINO - GASTRONOMIA AG  S. A. DE C. V.,AGUASCALIENTES,0
73,TEQUILA,EL COSTEÑITO - CANGREJITO PLAYERO S.A. DE C.V.,AGUASCALIENTES,0
74,CERVEZA,EL COSTEÑITO - CANGREJITO PLAYERO S.A. DE C.V.,AGUASCALIENTES,0
75,TEQUILA,SAN PANCHO - HUGO SANDOVAL RUVALCABA,AGUASCALIENTES,0
76,CERVEZA,SAN PANCHO - HUGO SANDOVAL RUVALCABA,AGUASCALIENTES,0
77,TEQUILA,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,AGUASCALIENTES,0
78,CERVEZA,MANDALA - GRUPO ANTROMEX DE OCCIDENTE,AGUASCALIENTES,0
79,TEQUILA,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,AGUASCALIENTES,0
80,BRANDY,MOJITO ROYAL - OPERADORA DE SERVICIOS INTEGRALES EH DIVERSION S.A. DE C.V.,AGUASCALIENTES,0
81,TEQUILA,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,AGUASCALIENTES,0
82,BRANDY,CIELITO LINDO- MARIA DEL SOCORRO JIMENEZ GARCIA,AGUASCALIENTES,0
83,TEQUILA,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,AGUASCALIENTES,0
84,BRANDY,SINCLAIR - OPERADORA DE SERVICIOS INTEGRALES EN DIVERSION S.A. DE C.V.,AGUASCALIENTES,0
85,TEQUILA,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,AGUASCALIENTES,0
86,CERVEZA,LA ULTIMA LUNA - FRANCISCO PADILLA RAMIREZ,AGUASCALIENTES,0
87,BRANDY,MICHELADAS GALERIAS - ENRIQUE EDUARDO ROJERO GONZALEZ,AGUASCALIENTES,0
88,CERVEZA,CSP DE AGUASCALIENTES S.A. DE C.V.,AGUASCALIENTES,0
89,CERVEZA,FAVELA - JULIO TORRE LOMELI,AGUASCALIENTES,0
90,BRANDY,LA CANTINA DE ANTAÑO - JOSE LUIS MAGAÑA GONZALEZ,AGUASCALIENTES,0
91,CERVEZA,KARNES EN SU JUGO - ALDE ROSA MARTINEZ PEREZ,AGUASCALIENTES,0
92,BRANDY,MERENDERO SAN PANCHO - EXQUISIMAR S.A. DE C.V.,AGUASCALIENTES,0
93,TEQUILA,BURANA,AGUASCALIENTES,0
94,BRANDY,LOS RIELES,AGUASCALIENTES,0
95,BRANDY,GRUPO PERA DEL CENTRO S.A. DE C.V.,AGUASCALIENTES,0
96,WHISKY,SONORA'S MEAT BOUTIQUE DE CORTES FINOS,AGUASCALIENTES,0
97,BRANDY,LA MEXICO - CESAR ROBERTO LUEVANO ZARATE,AGUASCALIENTES,0
98,JUGUETES,DISTRIBUIDORA JUGUETRON  S.A. DE C.V.,AGUASCALIENTES,0
99,BRANDY,CARNITAS SAN PANCHO - SIGELFREDO DURAN ESPARZA,AGUASCALIENTES,0
100,TEQUILA,SINATRA LIVE - MARIOLLA S.A. DE C.V.,AGUASCALIENTES,0
101,BRANDY,SINATRA LIVE - MARIOLLA S.A. DE C.V.,AGUASCALIENTES,0
102,ARTICULOS DEL HOGAR,CROWN BACCARA- ESTHER ZAMORA MENDOZA,AGUASCALIENTES,0
103,WHISKY,THAI AGUASCALIENTES  S. DE R.L. DE C.V.,AGUASCALIENTES,0
104,BRANDY,LA MANSION- RICHYCARLS  S.A. DE C.V.,AGUASCALIENTES,0
105,BRANDY,WING'S AIR FORCE- FRANQUICIAS WING'S AIR FORCE  S. DE R.L. DE C.V.,AGUASCALIENTES,0
106,ZAPATOS,ZAPATERIAS TANIA -ISABEL PATRICIA RODRIGUEZ AGUAYO,AGUASCALIENTES,0
107,ARTICULOS DE COCINA,TIENDAS SORIANA S. A . DE C. V.,AGUASCALIENTES,0
108,ARTICULOS DE COCINA,COPPEL SA DE CV,AGUASCALIENTES,0
109,CHOCOLATE,DULCERIA LA CHACHITA / HECTOR JAVIER DE ALBA PEREZ,AGUASCALIENTES,0
110,CERVEZA,MARISCOS EL MELON-JORGE ALBERTO RODRIGUEZ GOMEZ,AGUASCALIENTES,0
111,VEHICULOS,CENTRO LLANTERO NACOZARI  S. A. DE C. V.,AGUASCALIENTES,0
112,RON,EL MUELLE SEA FOOD BAR- SOMOS LOS QUE ESTAMOS S.A. DE C.V.,AGUASCALIENTES,0
113,BRANDY,RESTAURANTE AUGUSTOïS S.A. DE C.V.,AGUASCALIENTES,0
114,ARROZ,TIENDAS CHEDRAUI  S. A. DE C. V.,AGUASCALIENTES,0
115,VODKA,MERENDERO SAN MARCOS - ROSENDO DE ANDA TERAN,AGUASCALIENTES,0
116,DETERGENTE LIQUIDO,NUEVA WAL MART DE MEXICO  S. DE R. L. DE C. V.,AGUASCALIENTES,0
117,ACCESORIOS PARA PIEL Y CALZADO,DPORTENIS- COMERCIAL DPORTENIS  S.A. DE C.V.,AGUASCALIENTES,0
118,ACCESORIOS PARA PIEL Y CALZADO,INNOVA SPORT- INNOVA SPORT  S.A. DE C.V.,AGUASCALIENTES,0
119,APARATOS ELECTRONICOS,DEL SOL- GRUPO COMERCIAL CONTROL  S.A. DE C.V.,AGUASCALIENTES,0
120,COMPUTADORAS PERSONALES,OFFICE DEPOT DE MEXICO  S.A. DE C.V.,AGUASCALIENTES,0
121,BRANDY,SUSHITO - JUAN FERNANDO OROZCO CARDONA,AGUASCALIENTES,0
122,CERVEZA,CAFEZZITO - CAFEZZITO AGUASCALIENTES S.A. DE C.V.,AGUASCALIENTES,0
123,CERVEZA,PIZZAS LAS CUADRADAS - COMERCIALIZADORA DEL CENTRO S.A. DE C.V.,AGUASCALIENTES,0
124,ACCESORIOS ELECTRONICOS,SANBORN HERMANOS  S.  A.,AGUASCALIENTES,0
125,ACCESORIOS PARA AUTOS,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,AGUASCALIENTES,0
126,APARATOS ELECTRONICOS,COMPONENTES ELECTRONICOS DE AGUASCALIENTES  S. A. DE C. V.,AGUASCALIENTES,0
127,JOYERIA,COMPRA Y VENTA DE ORO Y PLATA- GUADALUPE ALEJANDRA ROMO AGUIRRE,AGUASCALIENTES,0
128,JOYERIA,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,AGUASCALIENTES,0
129,JOYERIA,JOYERIA GELY - MARIA AUXILIO CHAVEZ MURILLO,AGUASCALIENTES,0
130,JOYERIA,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,AGUASCALIENTES,0
131,JOYERIA,JOYAS NERI - MARIA GUADALUPE NERI SANTOS,AGUASCALIENTES,0
132,HERRAMIENTAS,FERRETERIA LA GLORIA S. DE R. L. DE C.V.,BAJA CALIFORNIA,1
133,HERRAMIENTAS,FERRETERIA HIPODROMO S DE RL DE CV,BAJA CALIFORNIA,0
134,PRODUCTOS ENLATADOS,DISTRIBUIDORA EL FLORIDO  S.A DE C.V.,BAJA CALIFORNIA,1
135,DULCES Y GOLOSINAS,SUPER DAX LOS ENCINOS,BAJA CALIFORNIA,1
136,MEDICAMENTOS,FARMACIAS ROMA,BAJA CALIFORNIA,0
137,ARTICULOS  DE LIMPIEZA,AUTOZONE DE MEXICO S. DE R.L. DE C.V.,BAJA CALIFORNIA,0
138,HERRAMIENTAS,FIX FERRETERIAS,BAJA CALIFORNIA,0
139,DULCES Y GOLOSINAS,DULCERIA YANET S. DE R.L. DE C.V.,BAJA CALIFORNIA,0
140,PRODUCTOS ALIMENTICIOS,MERCADO EL AGUAJE,BAJA CALIFORNIA,0
141,ARTICULOS ESCOLARES,PAPELERIA Y MISCELANEA MARA,BAJA CALIFORNIA,0
142,MEDICAMENTOS,FARMACIAS DEL AHORRO,BAJA CALIFORNIA,1
143,WHISKY,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAJA CALIFORNIA,0
144,TEQUILA,BAREZZITO DE LA FRONTERA S.A. DE C.V.,BAJA CALIFORNIA,0
145,ARTICULOS PARA BEBE,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BAJA CALIFORNIA,0
146,BEBIDAS,WALDOïS DOLAR MART DE MEXICO S  DE R.L. DE C.V.,BAJA CALIFORNIA,0
147,DULCES Y GOLOSINAS,DULCERIA EL MOLINO,BAJA CALIFORNIA,0
148,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,BAJA CALIFORNIA,0
149,TEQUILA,MOTEL VIA,BAJA CALIFORNIA,0
150,TEQUILA,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,BAJA CALIFORNIA,0
151,WHISKY ESCOCES,SERVICIOS DE HOTELERIA EL SOLER S.A. DE C.V.,BAJA CALIFORNIA,0
152,LICOR,MOTEL VILLA DORADA,BAJA CALIFORNIA,0
153,TEQUILA,MOTEL VILLA DORADA,BAJA CALIFORNIA,0
154,RON,MOTEL ENSUEÑO,BAJA CALIFORNIA,0
155,TEQUILA,MOTEL ENSUEÑO,BAJA CALIFORNIA,0
156,WHISKY ESCOCES,MOTEL BALANDRA,BAJA CALIFORNIA,0
157,WHISKY ESCOCES,MOTEL SCALA,BAJA CALIFORNIA,0
158,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER S.A. DE C.V.,BAJA CALIFORNIA,0
159,SUPLEMENTO ALIMENTICIO,FARMACIA GUSHER  S.A. DE C.V.,BAJA CALIFORNIA,0
160,VODKA,REYES SALON CANTINA TJ,BAJA CALIFORNIA,0
161,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,BAJA CALIFORNIA,0
162,ATUN,DISTRIBUIDORA EL FLORIDO S.A. DE C.V.,BAJA CALIFORNIA,0
163,PRODUCTOS ALIMENTICIOS,PESCADERIA LAS PLAYAS,BAJA CALIFORNIA,0
164,ATUN,ABARROTES Y CARNICERIA JORGE,BAJA CALIFORNIA,0
165,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA EL MAIKY,BAJA CALIFORNIA,0
166,ATUN,MERCADO Y CARNICERIA EL MAIKY,BAJA CALIFORNIA,0
167,PRODUCTOS ALIMENTICIOS,MERCADO EMILIA # 1,BAJA CALIFORNIA,0
168,ATUN,MERCADO EMILIA # 1,BAJA CALIFORNIA,0
169,PRODUCTOS ALIMENTICIOS,MERCADO DIAZ,BAJA CALIFORNIA,0
170,ATUN,MERCADO DIAZ,BAJA CALIFORNIA,0
171,PRODUCTOS ALIMENTICIOS,MERCADO BENYS Y/O RODRIGUEZ VALENCIA BENITO,BAJA CALIFORNIA,1
172,CERVEZA,SUSHI FACTORY S.A. DE C.V.,BAJA CALIFORNIA,1
173,ATUN,MERCADO MINERVA II,BAJA CALIFORNIA,0
174,ATUN,BODEGA AURRERA QUINTAS DEL REFUGIO,BAJA CALIFORNIA,0
175,LENCERIA,SEXY ROSA BOUTIQUE,BAJA CALIFORNIA,1
176,PRESERVATIVOS,SEXY ROSA BOUTIQUE,BAJA CALIFORNIA,1
177,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,BAJA CALIFORNIA,0
178,ATUN,TIENDAS SORIANA S.A. DE C.V. SUCURSAL GERANEOS,BAJA CALIFORNIA,0
179,PRODUCTOS ALIMENTICIOS,EMPRESAS MARIA LUISA S. DE R.L. DE C.V.,BAJA CALIFORNIA,1
180,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. ( SUCURSAL FLORIDO),BAJA CALIFORNIA,0
181,PRODUCTOS ALIMENTICIOS,CALIMAX SANCHEZ TABOADA,BAJA CALIFORNIA,0
182,ATUN,CALIMAX SANCHEZ TABOADA,BAJA CALIFORNIA,0
183,PRODUCTOS ALIMENTICIOS,CASA LEY  S.A DE C.V.,BAJA CALIFORNIA,0
184,ATUN,CASA LEY  S.A DE C.V.,BAJA CALIFORNIA,0
185,PAN,BODEGA AURRERA UNIDAD  DELICIAS,BAJA CALIFORNIA,1
186,PRODUCTOS ALIMENTICIOS,SMART & FINAL SUCURSAL 521,BAJA CALIFORNIA,1
187,PRODUCTOS ALIMENTICIOS,BODEGA AURRERA UNIDAD EL  AGUILA,BAJA CALIFORNIA,1
188,PRODUCTOS ALIMENTICIOS,CALIMAX CETYS,BAJA CALIFORNIA,0
189,ATUN,CALIMAX CETYS,BAJA CALIFORNIA,0
190,PRODUCTOS ALIMENTICIOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,BAJA CALIFORNIA,0
191,ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,BAJA CALIFORNIA,0
192,ATUN,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,BAJA CALIFORNIA,0
193,PRODUCTOS ALIMENTICIOS,CASA LEY S.A. DE C.V.,BAJA CALIFORNIA,1
194,PRODUCTOS ALIMENTICIOS,CALIMAX SAN QUINTIN,BAJA CALIFORNIA,1
195,VINO,RESTAURANT MISION SANTA ISABEL,BAJA CALIFORNIA,0
196,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V.,BAJA CALIFORNIA,0
197,ATUN,TIENDAS SORIANA  S.A. DE C.V.,BAJA CALIFORNIA,0
198,PRODUCTOS ALIMENTICIOS,MERCADO V Y M,BAJA CALIFORNIA,0
199,PRODUCTOS ALIMENTICIOS,CARNE MART SUCURSAL TECATE,BAJA CALIFORNIA,0
200,PRODUCTOS ALIMENTICIOS,LA CENTRAL DE SODA,BAJA CALIFORNIA,0
201,PRODUCTOS ALIMENTICIOS,MERCADO ALFER,BAJA CALIFORNIA,1
202,PRODUCTOS ALIMENTICIOS,CIRCULO K VALLE LAS PALMAS,BAJA CALIFORNIA,1
203,LICOR,PUERTO NUEVO HOTEL Y VILLAS  Y/O DESARROLLOS EDD S.A. DE C.V.,BAJA CALIFORNIA,0
204,VINO,ITALIANNIS,BAJA CALIFORNIA,0
205,LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,BAJA CALIFORNIA,0
206,PRENDAS DE VESTIR,SPORTS FAN,BAJA CALIFORNIA,0
207,ZAPATOS,LOB FOOTWEAR  S.A. DE C.V.,BAJA CALIFORNIA,0
208,TEQUILA,JACAïS TEQUILERIA Y TAPAS,BAJA CALIFORNIA,0
209,WHISKY,JACAïS TEQUILERIA Y TAPAS,BAJA CALIFORNIA,1
210,PRODUCTOS ALIMENTICIOS,BODEGON ROSALES,BAJA CALIFORNIA,1
211,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL CHARAL,BAJA CALIFORNIA,1
212,PRODUCTOS ALIMENTICIOS,RAMTONIO DULCERIA,BAJA CALIFORNIA,0
213,PRODUCTOS ALIMENTICIOS,MERCADO Y CARNICERIA AL COSTO,BAJA CALIFORNIA,1
214,PRENDAS DE VESTIR,BOUTIQUE LA ROPA,BAJA CALIFORNIA,0
215,ZAPATOS,ZAPATERIA 3 HERMANOS Y/O TIRIOZA S.A DE C.V.,BAJA CALIFORNIA,0
216,ZAPATOS,ZAPATERIA ESTRELLA NIÑOS,BAJA CALIFORNIA,0
217,PRODUCTOS ALIMENTICIOS,DULCERIA EL COMPADRE,BAJA CALIFORNIA,0
218,DULCES Y GOLOSINAS,DULCERIA ADILENE,BAJA CALIFORNIA,1
219,DULCES Y GOLOSINAS,DULCERIA PENINSULAR,BAJA CALIFORNIA,0
220,DULCES Y GOLOSINAS,DULCERIA EL COMPADRE,BAJA CALIFORNIA,0
221,PRODUCTOS ALIMENTICIOS,DULCERIA EL CHATO,BAJA CALIFORNIA,0
222,DULCES Y GOLOSINAS,DULCERIA AYALA,BAJA CALIFORNIA,0
223,PRODUCTOS ALIMENTICIOS,ALIMENTOS FINOS AILED  S. DE R.L. DE C.V.,BAJA CALIFORNIA,0
224,PRODUCTOS ALIMENTICIOS,SUPER CARNICERIA Y FRUTERIA EL LIMOSIN,BAJA CALIFORNIA,0
225,PRODUCTOS ALIMENTICIOS,MERCADO SAUCEDO,BAJA CALIFORNIA,0
226,PRODUCTOS ALIMENTICIOS,DISTRIBUIDORA EL RORRO,BAJA CALIFORNIA,1
227,PRODUCTOS ALIMENTICIOS,MINI MARKET NAVSON,BAJA CALIFORNIA,1
228,PRODUCTOS ALIMENTICIOS,MERCADO BRISMA  S.A.,BAJA CALIFORNIA,1
229,PRODUCTOS ALIMENTICIOS,MERCADO  Y CARNICERIA REFORMA,BAJA CALIFORNIA,1
230,PRODUCTOS ALIMENTICIOS,MERCADO LA VILLITA Y/O SILVIA GONZALEZ,BAJA CALIFORNIA,0
231,WHISKY ESCOCES,PAMPAS RESTAURANTE DO BRASIL,BAJA CALIFORNIA,0
232,PRENDAS DE VESTIR,RESULTA & RESALTA,BAJA CALIFORNIA,1
233,DULCES Y GOLOSINAS,PAPELERIA Y DULCERIA JUVERA,BAJA CALIFORNIA,1
234,DULCES Y GOLOSINAS,SUPER DULCES,BAJA CALIFORNIA,1
235,DULCES Y GOLOSINAS,RAMTONIO DULCERIAS,BAJA CALIFORNIA,0
236,PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BAJA CALIFORNIA,0
237,DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,BAJA CALIFORNIA,0
238,DULCES Y GOLOSINAS,FRUTERIA Y DULCERIA HUICHO,BAJA CALIFORNIA,0
239,DULCES Y GOLOSINAS,DULCERIA DON TIMO,BAJA CALIFORNIA,1
240,VINO,CABANNA,BAJA CALIFORNIA,0
241,WHISKY ESCOCES,RESTAURANT EL RODEO,BAJA CALIFORNIA,0
242,VINO TINTO,FONDA ARGENTINA S.A. DE C.V.,BAJA CALIFORNIA,0
243,WHISKY ESCOCES,APPLEBEEïS ROSARITO,BAJA CALIFORNIA,0
244,DULCES Y GOLOSINAS,DULCERIA DON MAX,BAJA CALIFORNIA,0
245,PRENDAS DE VESTIR,SKANDALOS BOUTIQUE,BAJA CALIFORNIA,0
246,ACCESORIOS DE VESTIR,OK ACCESORIES,BAJA CALIFORNIA,1
247,PRODUCTOS ALIMENTICIOS,AUTOSERVICIO EL ANDARIEGO,BAJA CALIFORNIA,0
248,PRODUCTOS ALIMENTICIOS,MERCADO SAN SEBASTIAN,BAJA CALIFORNIA,0
249,PRODUCTOS ALIMENTICIOS,ABARROTES Y CARNICERIA LAS GUERITAS,BAJA CALIFORNIA,0
250,PRODUCTOS ALIMENTICIOS,TORTILLERIA MORA,BAJA CALIFORNIA,1
251,PRODUCTOS ALIMENTICIOS,AUTO SERVICIO OJEDA,BAJA CALIFORNIA,0
252,PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,BAJA CALIFORNIA,0
253,PRODUCTOS ALIMENTICIOS,ABARROTES JARDIN 2,BAJA CALIFORNIA,0
254,MEDICAMENTOS,FARMACIAS GUSHER,BAJA CALIFORNIA,0
255,PRODUCTOS ALIMENTICIOS,MERCADO GARZAS,BAJA CALIFORNIA,0
256,PRODUCTOS ALIMENTICIOS,ABARROTES PAOLA,BAJA CALIFORNIA,0
257,PRODUCTOS ALIMENTICIOS,ABARROTES CACHANILLA,BAJA CALIFORNIA,0
258,PRODUCTOS ALIMENTICIOS,IMPORTADORA Y DISTRIBUIDORA LA CANASTA S. DE R.L. DE C.V.,BAJA CALIFORNIA,1
259,PRODUCTOS ALIMENTICIOS,MERCADO CASABLANCA,BAJA CALIFORNIA,1
260,PRODUCTOS ALIMENTICIOS,MERCADO VISTA MAR,BAJA CALIFORNIA,0
261,PRODUCTOS ALIMENTICIOS,MERCADO EL AHORRO,BAJA CALIFORNIA,1
262,PRODUCTOS ALIMENTICIOS,MERCADO HECTORS,BAJA CALIFORNIA,0
263,PRODUCTOS ALIMENTICIOS,CARNICERIA CASTILLO,BAJA CALIFORNIA,0
264,PRODUCTOS ALIMENTICIOS,CARNICERIA LOMAS,BAJA CALIFORNIA,1
265,PRODUCTOS ALIMENTICIOS,MINIMERCADO Y CARNICERIA LA ESCONDIDA,BAJA CALIFORNIA,0
266,PRENDAS DE VESTIR,HIGH LIFE DE TIJUANA  S.A. DE C.V.,BAJA CALIFORNIA,0
267,PRODUCTOS LACTEOS,TIENDAS COMERCIAL MEXICANA  S.A. DE C.V.,BAJA CALIFORNIA,0
268,LLANTAS PARA AUTOMOVILES,COSTCO DE MEXICO S.A. DE C.V.,BAJA CALIFORNIA,0
269,PRODUCTOS ALIMENTICIOS,MERCADO LA ESMERALDA,BAJA CALIFORNIA,0
270,PRODUCTOS ALIMENTICIOS,CARNICERIA Y FRUTERIA MI TIJUANA,BAJA CALIFORNIA,0
271,PRODUCTOS ALIMENTICIOS,SUPERMERCADO EL DORADO,BAJA CALIFORNIA,0
272,PRODUCTOS ALIMENTICIOS,COMERDCIALIZADORA KIN,BAJA CALIFORNIA,0
273,PRODUCTOS ALIMENTICIOS,ABARROTES LESLY,BAJA CALIFORNIA,0
274,PRODUCTOS ALIMENTICIOS,ABARROTES VILLA DEL REAL,BAJA CALIFORNIA,0
275,PRODUCTOS ALIMENTICIOS,MERCADO 5 HERMANOS S.A. DE C.V.,BAJA CALIFORNIA,0
276,DULCES Y GOLOSINAS,DULCERIA ARCOIRIS,BAJA CALIFORNIA,0
277,PRODUCTOS ALIMENTICIOS,MERCADO LAS GRANJAS,BAJA CALIFORNIA,0
278,JOYERIA,TATIANAïS CURIOS,BAJA CALIFORNIA,1
279,JOYERIA,CURIOS LA MINA DE TAXCO,BAJA CALIFORNIA,1
280,ACCESORIOS P/ TELEFONO CELULAR,ANDROID STORE COMMUNICATIONS,BAJA CALIFORNIA,1
281,JOYERIA,RULEïS  PLACE,BAJA CALIFORNIA,1
282,JOYERIA,CURIOS RUBENS,BAJA CALIFORNIA,1
283,DULCES Y GOLOSINAS,MEGA DULCES,BAJA CALIFORNIA,0
284,PRODUCTOS ALIMENTICIOS,TIENDAS SORIANA  S.A. DE C.V. (SUCURSAL- RIO),BAJA CALIFORNIA,1
285,PRODUCTOS ALIMENTICIOS,COMERCIALIZADORA DE ALIMENTOS EL MAYA,BAJA CALIFORNIA,1
286,PRODUCTOS ALIMENTICIOS,SMART & FINAL DEL NOROESTE S.A. DE C.V.,BAJA CALIFORNIA,1
287,PRODUCTOS ALIMENTICIOS,CASA CHAPA,BAJA CALIFORNIA,0
288,PRODUCTOS ALIMENTICIOS,MERCADO PARIS,BAJA CALIFORNIA,0
289,PRODUCTOS ALIMENTICIOS,ABARROTES NANCY,BAJA CALIFORNIA,1
290,PRODUCTOS ALIMENTICIOS,MERCADO MONTES,BAJA CALIFORNIA,0
291,PRODUCTOS ALIMENTICIOS,ABARROTES SALVATIERRA,BAJA CALIFORNIA,0
292,PRODUCTOS ALIMENTICIOS,ABARROTES COSIO,BAJA CALIFORNIA,0
293,PRODUCTOS ALIMENTICIOS,CARNICERIA TIJUANA Y/O GUSTAVO REYES CANIZALES,BAJA CALIFORNIA,0
294,DULCES Y GOLOSINAS,DULCERIA LA PIÑATA,BAJA CALIFORNIA,1
295,PRODUCTOS ALIMENTICIOS,DULCERIA VILLA NUEVAS,BAJA CALIFORNIA,0
